amount,sender_account_age,receiver_account_age
23.75,160,167
29.96,582,2027
53.91,2338,364
53.98,3476,3026
214.21,2643,2973
24.48,2655,2189
34.02,954,1298
36.38,3607,311
287.6,3610,2251
103.56,451,1189
3.3,2628,790
13.23,1451,145
13.84,3523,2903
137.1,1741,2860
12.26,3331,1278
36.34,3179,3387
47.16,2431,8
225.55,3523,2156
611.2291103963285,6,304
15.05,90,782
457.57,3252,3102
147.69,1476,1723
25.05,1605,3008
11.99,2595,1342
34483.84117564895,4,2153
25.96,3210,3208
3.02,1797,1420
7.59,1814,957
0.4,1684,854
126.67,926,675
33.93,1437,138
21.43,2021,1997
16.57,1540,488
32.03,2862,3639
12.94,2279,2543
71.36,3186,3006
17.72,1460,1732
52.62,265,235
38.09,2361,1258
19.14,2538,3495
45.3,1945,1485
32.92,3618,1196
85.03,305,2723
6.8,3465,2232
17.64,445,1854
2.23,1902,2827
9.37,1443,2784
23.64,977,1171
19.6,1040,2988
16.99,57,703
16.83,1728,2803
49.26,1164,3073
54.44,122,3183
13.34,646,922
51.5,182,2706
180.82,337,723
106.24,563,615
19.71,1750,3340
86.47,511,1637
321.05,2022,3602
70.93,545,3008
2.58,2830,1077
87.44,2014,2074
14.57,167,3601
1.45,1334,602
4.8,1082,3475
39.47,83,2762
43.45,2289,2844
74.7,716,837
63.6,129,3550
3.42,142,3390
10.15,55,1262
18.31,2883,3402
32.67,3200,1617
22.8,3322,1572
32.99,3611,3624
4.47,640,3254
220.16,2192,43
25.02,2115,308
127.58,2790,3506
347.1,743,1336
12.39,3236,1425
26.28,858,2384
15.05,638,3136
13.95,1417,969
21.08,3518,3441
17.02,1910,2966
40.9,1041,1133
29.34,1735,2696
150.22,967,2941
49.44,369,3160
40.27,47,880
1.23,256,2536
3.47,3588,421
5.9,3334,2903
8.176156592629818,27,781
450.34,1399,3402
79.36,2011,2264
69.65,3226,1898
13.72,81,721
41.24,927,1067
54.48,2803,1463
33.73,3011,2106
34.63,1942,3372
16.06,1086,208
42.61,1143,889
15.86,1027,1164
26.98,1217,2187
11.15,743,1604
5.36,1752,1725
19.3,3331,2078
9.64,2685,283
15.7,1001,1873
18.11,454,2700
135.94,1316,2979
2.25,1139,13
37.29,2302,3631
69.03,1189,629
296.53,1777,2392
18.81,1356,771
23.97,701,3128
15.48,989,3072
235.73,1714,1412
1.78,404,948
313.82,2472,1074
23.24,1008,980
254.29,365,1862
106.49,1697,2063
8.68,997,248
293.09,921,2943
175.52,561,1140
12.48,3164,1996
4.17,934,1604
31.79,1238,1034
20.53,1027,403
27.94,3056,379
4.39,1702,2309
300.62839447802105,18,961
30.31,233,1064
205.97,1391,2847
11.38,1417,1571
50.28,989,654
381.09,2067,1524
12.7,839,3457
35.42,3504,1753
0.73,2752,889
64.59,2604,840
92.82,594,136
39.17,848,624
9.77,1620,2288
21.9,2127,3124
138.91,2662,24
118.32,2523,760
143.01,876,113
113.02,1091,501
91.55,3627,631
17.41,3273,1592
6.96,685,2239
11.31,536,3264
8.74,2742,3012
24.33,3004,2433
10.83,3527,3454
13.91,1505,378
4.25,172,769
1.02,2346,2896
9.86,785,718
126.54,872,1
519.9,3643,2828
393.95,1744,3110
6560.026503736031,15,1278
45.05,3311,862
8.67,105,1322
15.97,22,3423
5.71,1241,3583
3.91,1994,180
26.4,442,1962
245.47,1165,2296
15.55,3262,1102
9.97,246,2841
12.0,2099,3205
113.37,1198,1660
66.28,481,1051
27.78,1796,2155
8.66,128,2438
378.4474355733255,4,1694
13.82,704,2665
6.14,3167,684
13.6,2611,2917
17.46,2206,671
0.71,1319,1956
28.43,3105,1830
82.9,1348,231
495.5,3346,874
42.17,3304,5
22.22,3050,2700
22.62,750,1384
91.55,1020,2649
342.45,2526,2915
27.46,3110,2194
11.74,1733,260
139.95,652,2259
398.59,2042,3521
152.31,1964,2075
140.15,2771,246
3.61,1419,2387
42.19,3378,1230
21.8,2360,3105
509.34,2272,1218
1.52,1266,2709
96.16,2756,2329
345.62,1133,2815
21.62,2403,3490
7.47,1665,2674
6.39,1711,1402
353.26,471,916
53.59,611,233
7.81,1134,3579
8.23,1388,3409
0.7,2838,3418
72.74,687,2427
247.65,697,1083
63.53,1322,1286
20.82,419,1134
47.92,3281,679
249.24,413,1545
45.49,3241,3525
92.4,2180,1793
4.49,2601,559
3.35,83,122
150.16,2206,1274
87.14,816,203
22.08,2629,3338
69.35,1469,2229
181.0945077546903,22,3490
27.96,369,2067
30.24,3386,2024
12.98,3279,3649
4.65,624,1219
101.03,254,26
50.53,3610,480
0.61,2678,3270
29.86,1424,1282
17.93,3239,376
50.55,2467,1832
201.92,2573,2702
59.51,417,1161
44.41,694,919
29.25,2419,2900
22.49,1255,2226
50.56,1482,3302
22.07,417,2108
7.79,94,3047
133.35,1415,3124
10.08,785,1413
3.71,2677,2473
85.74,3600,3021
29.58,2798,1375
10.59,1792,2939
10.33,1233,2696
1.0,3344,806
27.19,1048,64
9.97,1056,203
12.54,2418,105
10.23,2729,2015
109.32,3297,3560
27.07,2029,137
16.36,983,2460
13.94,109,1571
15.66,736,399
50.85,1037,420
75.76,2157,1052
93.38,1184,3624
104.59,2756,1279
35.73,2560,3190
46.8,634,2798
19.67,304,2391
98.21530188868526,23,3464
198.75,3433,1221
22.53,3395,2361
36.51,1883,423
11.78,1956,3094
10.48,2940,2449
135.25,1240,438
38.81,164,1462
15.05,3271,3193
149.04,1809,612
4.83,2100,3297
27.32,3248,1287
10.35,2200,1092
9.44,1136,2736
489.07,1197,3460
71.27,1491,233
15.84,2038,2137
54.35,388,3269
38.93,596,1130
80.54,731,2398
29.91,2921,1291
73.26541067069661,13,2903
282.35,1789,736
12.0,2139,775
12.9,1410,481
28.68,2195,3430
10.74,2370,388
6.44,422,2303
12.33,3180,2222
56.78,753,2829
23.05,950,532
3.07,791,554
113.9,447,1304
67.4,1498,2894
7.4,1660,846
52.54,541,3603
129.72,880,741
10.9,2174,3216
4.32,3467,1003
0.4,302,2947
35.14,1772,624
87.5,3358,839
13.19,331,1553
8.39,872,1944
10.37,1773,1259
1393.1433473941065,23,2605
40.46,2823,1664
10.18,1924,2295
24.18,1273,2672
65.44,343,652
64.05,1303,3299
212.25,3273,599
14.28,2015,345
355.29,3513,1173
11.15,2208,3212
16.98,1868,2329
8.14,1721,950
7.39,455,507
19.34,2782,3126
11.25,1301,1630
57.13,1308,851
220.2,2406,1684
6.4,2707,3201
1083.64,666,1108
30.19,3222,1467
47.7,1065,2405
50.83,3056,2594
37.4,3574,1893
87.47,2223,3386
83.97,906,3120
86.56,1946,1910
259.75,2884,1467
42.17,412,3053
2.76,3417,89
39.32,3291,566
12.82,453,3493
201.21,2175,3444
202.63,2047,2961
46.91,1871,1488
6.61,2511,11
0.78,1725,2645
336.45,844,1644
145.18,1469,3282
17.92,1387,3420
97.42,3140,673
47.54,1639,583
39.85,1228,1467
11.66,1357,3036
26.98,2235,3399
4.77,2955,2392
29.98,953,1772
28.09,2790,505
90.76,2546,292
44.8,3239,1490
35.95,3034,689
5.15,567,141
1229.458296787325,5,3224
136.52,2682,2211
128.37,1778,1998
7.35,564,994
34.38,585,572
21.77,3053,1857
25.06,810,816
32.22,3581,752
11.82,2075,2121
61.58,2737,779
123.35,3603,2999
17.6,2233,700
3.24,242,354
39.02,377,2984
29.1,848,1112
13.88,2569,2941
255.25,123,3100
10.02,2713,2857
38.57,724,1788
5.03,2063,1096
155.0,1683,865
54.55,2639,3104
21.76,487,2188
156.67,1788,3610
4.19,1830,2189
246.01,956,1488
12.18,2310,1845
19.32,1482,114
18.65,513,2621
74.48,1620,1969
7.44,899,2314
198.91,167,2554
60.04,399,1880
0.91,2800,2544
113.09,928,2309
39.03,615,3548
34.48,1311,1036
58.29,3573,1003
13.29,289,784
2.39,223,2922
115.4,1773,2377
17.15,2975,2167
103.64,3015,3164
89.51,1116,3594
47.12,3630,2396
28.63,3396,556
25.76,1985,2430
24.62,3490,2533
77.33,2195,893
13.62,1914,2930
19.81,3259,2625
15.49,278,1405
9.86,1642,2874
14.29,858,2227
138.67,1033,2703
125.41,1299,1318
977.01,100,3393
434.26,1965,1772
28.41,2219,2449
8.37,2175,13
6.8,1797,727
15.28,2748,1622
91.82,914,672
12.13,686,1923
101.56,3347,2155
4.69,1473,399
9.07,101,3146
36.7764005820822,15,3387
25.21,3523,2048
81.5,1390,2914
19.47,1556,103
14.39,2661,2146
8.86,539,127
29.84,421,2062
69.86,1999,2357
22.69,2810,633
409.8246675364081,27,1390
32.07,3624,3245
151.2,1374,108
94.03,1858,666
252.14,2903,1178
160.83,3390,3334
19.48,2513,1101
6.46,2697,1333
41.96,2174,1187
7.9,133,186
1859.427394053621,4,2719
11.34,620,3454
22.02,1684,2926
10.23,3216,2162
29.9,1029,259
1.55,1320,3219
9.98,2944,1332
41.73,1043,3089
11.42,173,836
14.12,1742,2506
44.92,1124,2317
23.63,1614,1692
5.32,450,1952
31.69,3275,2552
142.07,835,364
91.8,2656,1081
2.6,2215,555
88.04,793,2116
40.37,886,601
10.23,1435,3306
8.92,616,3073
31.08,1993,153
38.27,3463,947
262.35,1893,835
343.8570394168036,25,1886
1.69,1332,1175
29.34,3124,3296
75.57,1979,94
115.62,1952,936
36.2,1061,3102
58.98,912,2848
250.79,2394,2900
32.64,2202,3380
18.05,2503,424
2.91,3323,367
74.74,3272,600
2.5,1852,686
52.47,2670,2822
134.24,1267,2552
55.28,259,2057
517.87,2890,2176
96.78,2967,551
15.35,1785,653
88.79,2917,2774
176.29,1409,201
25.99,2815,1113
50.41,3141,852
7.3,758,1296
26.16,2859,2895
2.53,1914,3274
354.35,575,3118
137.03,1503,1897
18.72,3079,1338
45.63,200,3219
66.25,1778,2900
14.38,2720,1864
170.72,1297,617
8.93,2270,1923
12.21,3491,3052
13.29,212,324
37.02,2568,2006
19.08,393,982
24.48,2921,2597
80.1,2282,1500
39.81,3055,1783
52.28,858,2516
1902.87,2388,3261
61.3,2600,1205
1.63,902,1331
29.91,449,148
117.78,586,814
72.75,3595,398
311.44,1705,3150
4.74,2078,2475
41.76,3518,2854
146.47,1151,3112
16.55,226,3306
8.43,1699,1953
23.06,713,2066
9.3,12,3217
129.89,2587,1233
108.96,2357,1209
88.05,1855,1478
45.61,3253,2293
21.67,1415,1268
16.17,3207,2108
27.01,3563,3456
1065.06,2319,2849
56.56,614,1587
7624.035695082066,28,2608
12.43,926,2820
15.1,3292,1729
41.18,1935,1687
63.6,1143,3608
105.88,2687,167
195.18,3217,160
6.74,2770,1877
28.22,1697,1818
43.38,175,1734
507.4805797935927,11,1149
17.92,3539,663
77.12,1228,2884
5.24,1335,2842
128.92,3204,2737
39.82,2464,2057
344.5,3367,2854
18.04,1170,3571
35.97,645,949
9.71,1544,2950
79.61,937,1427
105.36,1240,1633
9.39,235,1415
54.51,2479,2108
3.56,289,3321
18.14,2491,654
29.02,1113,1070
2.53,3275,1345
57.01631192450811,7,2659
2.32,2303,497
39.37,1126,1770
5.8,2828,3316
40.35,1675,3263
15.24,3482,1955
330.81,2802,1474
36.44,290,1957
114.35,2587,3008
101.02,1932,1191
10.21,1730,2597
47.86,2977,2530
12.45,1811,2379
11.84,3017,3388
267.08,1409,261
179.44,2467,81
34.08,721,3605
222.09,665,1832
244.67,2094,41
98.45,3562,1245
35.99,574,1934
10.12,304,1448
268.27,2160,890
5.9,3572,129
18.63,1180,1159
16.59,1536,1006
72.35,2945,154
7.2,1777,1319
207.12,3572,3065
120.04,1835,175
25.45,3404,1352
22.55,2249,2686
10.81,2575,1047
24.32,1458,923
25.29,1450,2963
106.76,1785,2603
587.04,315,3087
6.3,2371,3005
106.49,970,1962
1045.48,2958,812
93.57,449,105
28.82,1610,2659
118.99,2463,1662
125.42,611,1593
103.18,3341,564
71.24,1562,3420
12.43,2996,2114
29.27,861,2316
13.1,215,2383
4.72,1550,674
6.42,2387,2340
64.58,325,847
20.37,209,2771
26.42,3610,628
27.86,735,2867
15.67,2208,2884
13.37,1035,1932
76.21,2814,577
549.0132679986649,13,2547
44.11,3168,3110
30.36,937,377
176.32,3028,2007
18.32,2480,1605
38.28,68,1747
134.34,541,2803
25.12,1030,582
25.61,1798,1448
16.48,75,3582
32.13,3250,3102
115.82,2769,1296
27.54085691342525,28,1562
3.37,3467,1457
31.9,806,1293
626.66,2277,1326
463.24,862,947
70.97,2850,988
36.2,3061,64
499.57,1869,2790
23.43,2375,3389
31.97,2498,2466
5.1,1600,2086
40.18,3453,3064
54.54,832,2418
1.91,3228,1232
85.84,3294,140
5.94,158,1816
195.51,2093,719
20.35,435,2273
1622.07,1997,2286
16.55,966,1324
9.49,2964,679
7.68,1978,991
49.54,2634,3324
222.65,2922,560
15.91,1099,1064
4.79,3138,1012
17.11,329,1779
29.09,1611,3172
315.15,505,2877
10.96,2681,844
42.68,3557,2602
83.57,527,289
39.75,2714,3381
6.66,12,1315
20.73,1624,175
2372.4801751873106,19,2189
15.54,3311,3572
0.97,1363,3150
66.91,1095,3330
111.32,277,3540
23.58,1491,1694
336.09,129,1711
110.16,1277,2941
132.92,2865,1547
2692.10392649209,19,398
25.21,1318,101
42.07,62,704
22.98,1615,1774
13.66,3329,2185
45.22,3037,2142
29.63,1918,2554
15.87,2064,2942
5.44,3194,118
26.94,1935,927
101.21,1756,3215
4.21,264,3370
13.87,109,1933
12.37,1767,3223
24.34,1439,2170
486.68,377,2225
188.22,3358,1100
18.66,1886,3399
175.4,1948,3627
243.49,2236,2686
81.24,1351,2929
29.19,1519,425
16.47,3525,62
35.54,963,3168
138.54,3344,3012
21.0,1450,1379
6.05,30,925
62.61,2310,1646
5.93,1054,2231
14.49,2562,1470
37.63,3305,1429
15.21,83,3626
26.2,3277,1238
46.3,353,2452
6.04,346,134
41.33,3418,2304
3.88,2515,1695
46.33,3463,410
17.55,967,119
20.62,336,3177
236.87,2162,1524
886.37,1386,3600
61.8,1592,3248
154.59,50,3329
3.59,667,2285
11.59,3555,1346
72.92,1004,2151
29.01,329,3299
11.28,1450,231
9.52,2949,182
2.73,3514,1497
169.58,1087,1117
784.76,2925,1527
31.69,1320,2214
36.76,3503,2327
0.84,2830,3538
43.06,281,2497
43.11,3044,3597
59.25,1861,2643
1.29,607,1941
3.21,650,3566
744.6856130794483,27,1973
16.46,766,220
13.62,1789,1974
13.5,2909,1203
60.07,2746,370
17.88,1812,1971
2.37,1468,3447
9.64,198,3334
23.51,492,1433
51.23,1283,353
24.08,892,2250
10.93,1330,446
2.13,2679,746
315.95,3514,1944
13.39,452,1609
265.29,565,1367
4.92,2077,1196
12.55,289,1734
33.19,1098,1467
33.44,254,2874
16.24,1715,385
24.33,1796,1854
84.53,2027,499
1143.89,2631,900
37.43,3199,2816
2.19,2684,1449
78.46,2263,3055
66.66,3126,2619
8.22,1939,946
108.16,3327,566
165.75,2121,1753
242.92,1516,2382
172.54,282,2684
21.7,3209,2203
64.13,3058,1485
0.56,320,860
35.24,1424,511
168.73,2854,1332
157.64,2059,2807
586.84,3420,3540
1102.97,1668,2788
13.59,3133,2623
48.83,1515,450
20.21,2554,2750
6.24,2222,2384
24.43,3541,1886
39.98,703,3425
14.85,2199,854
316.85,1265,2220
22.01,2301,3522
37.66,246,1898
7.57,1279,2254
29.49,520,2408
4.1,1215,7
78.71,1845,2191
55.21,2995,506
11.92,1923,3148
6.04,90,3050
8.56,688,3039
165.14,95,1450
201.02,3062,1738
3.44,1793,818
591.87,3013,1254
12.37,1589,1314
6.51,317,2230
10.79,3517,949
8.5,3637,3001
55.12,650,796
62.83,3135,170
85.4,271,1717
3.73,1380,2647
250.05,2715,791
66.82,474,2362
17.34,2362,337
27.99,1014,1267
24.59562422405541,10,3477
3.18,3536,2246
23.55,1129,181
10.5,3060,2436
128.1,2396,438
33.08,621,293
48.97,3244,1799
13.63,3514,1956
21.37,1299,2798
64.68,1662,1997
856.78,3584,3255
3.15,1339,1816
13.23,1861,618
32.2,2376,547
114.19,2979,1405
138.8,383,3294
0.55,1308,2726
19.72,1513,3048
88.0,2571,2206
210.8065272386495,10,1790
2.33,1330,70
829.86,2986,634
48.26,3492,1790
18.49,2127,3289
173.24,2636,250
26.26,1406,1212
12.5,1772,3604
33.06,188,3175
155.11,2433,3565
11.84,1589,2911
4.53,1050,3114
2.79,176,1528
3.18,3394,1892
38.46,2407,1645
9.18,985,3348
3.2,982,2977
43.43,3186,812
439.22,2033,2174
560.62,1522,2300
106.5,435,2250
171.09,2402,2226
25.77,2133,2614
151.07,1907,2344
13.72,1074,3465
12.44,2080,1137
154.88,2986,2783
455.48,1210,2750
6.71,3505,615
58.19,3495,973
6.74,1995,824
28.32,3136,304
70.62,1229,1325
226.38,835,3105
1.32,1109,1233
3.09,480,3020
63.81,3065,3155
6.67,1134,3425
4.85,3498,3478
26.97,386,1490
80.69,2980,3621
24.35,2900,168
47.89,644,1519
9.49,1769,438
220.62,522,1057
5.61,2301,2842
9.17,2184,2524
5.72,2840,2094
3.59,1116,2406
19.64,1236,1758
37.41,3053,37
43.86,2768,276
1.15,1614,1480
21.67,888,3018
114.73,624,1297
163.45,3536,3572
40.22,3301,689
204.68,1924,1512
5.37,889,3165
108.18,2522,748
413.35,2403,3061
14.19,2,1224
21.03,2253,2034
35.6,2753,2326
220.41,3077,217
56.23,3369,567
53.63,2215,435
96.31,1715,481
22.07,1390,2825
193.62,1378,2905
2.96,429,3617
4.88,2238,2361
31.1,1302,2677
580.23,2916,2633
9.69,695,327
104.79,3256,857
41.76,3030,3381
120.61,1279,3421
4.23,2484,3378
45.7,218,3205
6.98,402,2599
38.08,3023,3298
281.4542431244655,29,623
115.21,46,247
72.07,1356,3206
64.25,1569,2530
5.17,944,1260
1.39,844,2992
54.64,674,3405
4.57,1478,586
39.33,162,1507
110.7,3226,3312
35.71,1989,1814
36.88,392,1984
9.73,1814,2668
7.08,3191,1175
0.85,1750,75
140.46,3568,1499
244.32,3506,1349
7.19,517,2588
24.23,2197,2383
175.0,2985,1314
6.78,1035,1427
21.98,762,3457
149.77,1503,2422
20.31,693,2294
296.87,151,2353
25.38,1076,184
57.85,1606,635
328.71,3153,3090
9.11,2263,3607
2.42,3632,565
1960.8384655931595,6,1347
5.19,3029,2032
13.01,1905,1726
9.79,790,413
51.11,1030,2541
45.59574143641717,10,2708
12.21,1895,1463
46.83,2320,3256
57.35,2048,641
4.37,2574,3547
60.39,798,1655
12.77,2494,732
311.46,1776,1754
23.91,1355,2695
18.72,695,2529
69.68,717,1684
9.94,413,1639
29.68,3006,396
119.22,2613,2711
35.36,70,2303
77.31,909,1491
33.72,3402,699
3.5,390,2592
181.61,3488,2320
36.19,706,2760
85.38,3256,1390
18.6,175,1990
20.41,2826,753
28.32,232,3080
11.73,1162,3048
14.18,1080,895
62.46,3527,1699
206.46,673,566
141.74,3074,123
94.18,1191,159
7.51,1632,1458
68.95,1873,3454
387.01,205,2308
4.31,2759,552
12.77,2955,1536
13.28,1715,2581
6.97,1303,3640
15.61,272,621
40.02,2068,998
1.59,24,2650
100.84,1289,1083
167.4,2015,2218
5.93,742,1424
134.86,1025,1662
894.5564663877361,14,1662
40.03,220,736
2.71,834,179
90.19,14,197
26.94,1818,2092
13.13,2442,2431
80.25,721,1414
1.99,1281,3221
136.92,2378,2002
5.577003786434672,9,2096
39.18,2478,2652
14.0,731,2625
2.21,325,1540
22.15,3080,3611
9.75,397,1537
185.75,1526,3101
74.65,3334,1578
88.98,2719,2713
128.21,3519,1131
48.99,1795,2042
1046.14,3634,3206
74.1,2511,3556
22.79,2843,2909
56.62,1901,1169
145.42,696,209
16.09,1680,2122
9.02,2145,1848
12.61,1724,1789
4.27,2108,3566
21.5,2408,2956
2.41,173,1651
10.96,2882,3056
5.03,746,3274
44.21,3537,479
66.77,2570,1958
46.1,3335,1937
9.82,3557,1681
4.65,302,201
33.8,2481,2433
8.96,1354,2284
7.59,3362,272
35.04,58,594
99.02,3318,3428
262.68,796,2455
47.76,143,3283
95.65,2819,2517
3280.852223314148,8,548
78.23,3123,2469
35.85,2768,476
15.11,1813,1892
504.12,1294,1057
84.29,1249,1817
29.28,3637,467
22.07,2815,464
10.92,253,43
25.52,3055,3203
439.31,3444,218
2.84,166,1799
174.24,2015,2335
36.12,2923,446
28.24,1005,3098
24.68,1281,2841
230.76,2261,851
69.06,2413,1989
3.95,3206,3564
10.38,1080,508
302.31,3039,2069
42.86,3448,2842
96.38,2791,2777
113.84,2714,1248
175.95116630319197,11,1390
18.13,745,795
4.03,2789,3646
1.57,3355,2480
19.1,3223,3129
55.38,3148,546
219.91,2113,1432
274.01,2230,2869
306.65,2931,1030
7.5,141,3353
272.9,2155,3158
4.75,3480,1662
237.76,803,3108
1.13,117,2916
376.11,2937,625
143.41,1542,1677
7.62,1669,1783
22.22,2022,2202
27.49,2074,1803
17.05,96,477
26.37,3593,184
70.85,1348,2669
40.422520523928725,1,2453
47.09,3094,3181
2.9,1408,1042
10.82,1063,3085
9.65,1024,1901
73.2,2700,2819
56.12,2535,791
156.06,666,1392
1.28,213,605
23.05,3228,2498
35.35,67,3369
165.07,3077,2717
5.7,797,2005
66.77,1752,2197
206.5,2635,518
13.45,600,2510
100.66,3532,1308
11.43,2716,393
12.02,1694,3522
46.76,741,2297
315.85,1297,1426
44.38,3499,1479
18.95,1584,1522
6.68,1353,174
48.75,776,1207
10.79,1442,3527
18.03,2976,3380
16.82,343,568
16.45,1330,243
219.59,689,2369
13.91,3426,2972
1061.1,3114,2845
2.43,510,3157
10.41,1284,2559
247.53,490,1993
75.49,1103,1341
16.56,3129,1537
16.14,3119,2967
33.29,2009,2675
7.54,3638,1925
228.47,1421,1344
156.57,601,1121
308.84,2050,2086
308.71,1509,3420
11.22,1782,3165
101.77,2579,3517
127.45,2859,1936
22.34,2291,1294
29.94,147,2994
25.83,1918,1886
11.51,2477,178
22.65,2454,3168
92.66,2815,2966
45.77,2295,2011
3.91,1717,2394
962.7756631737044,18,141
50.6,27,1144
61.81,3173,2692
4.87,1791,1722
43.12,924,1796
14.27,1762,1965
6.7,658,2093
272.9,3500,2560
17.33,3144,2179
644.73,1692,1342
113.73,665,117
7.41,3105,3010
10.66,1392,480
124.88,2300,2356
77.35,1737,1419
496.86,1245,1358
18.33,2596,1007
86.05,2325,3170
9.18,1227,3329
35.57,933,575
17.3,1336,2368
126.34,3255,3432
6.37,3432,1751
5.21,520,2506
210.09,2101,2224
35.82,2910,1562
0.86,1530,1973
37.11,3630,1310
15.25,1452,3454
22.68,1454,2768
15.58,2090,1524
76.13,369,1155
56.9,3423,1404
32.87,782,3492
11.66,1520,2111
51.75,405,3175
2.02,2829,1560
1.23,2256,1547
6.53,1244,3212
1593.93,1374,3150
49.52,719,770
164.91,3561,3230
44.06,2151,222
6.99,1066,852
31.0,1212,1321
42.56,2385,2730
2.83,2696,942
23.27,3510,372
276.25,1642,2279
38.63,340,1791
128.64,438,275
100.39,3001,2471
6.82,1712,2597
46.65,3625,631
5.05,1920,1838
83.3,2227,718
2.38,2998,1161
60.62,3214,3625
0.91,529,1755
12.0,3375,2606
13.2,3329,349
122.68,2761,1153
308.99,2192,2766
5.46,1519,1320
102.81,2382,1410
27.39,1186,1613
99.52,1639,3599
133.85,1384,3324
32.24,1749,2024
2153.13,111,207
323.18,2515,824
67.75,1340,329
36.41,2868,1416
3.29,2028,2486
19.55,90,1665
55.04,2454,3345
165.63,395,1456
27.8,3108,1930
141.42,3641,696
54.62,2576,2304
15.3,2399,1684
38.7,2088,1627
483.71,1532,2468
34.75,3086,3007
41.44,1485,2530
46.73,2407,2927
7.47,2920,2242
45.45,2290,2260
17.32,1483,3497
2.01,3134,2128
24.06,1734,2792
8.25,2105,2810
11.39,322,1842
65.52,385,3611
14.64,1895,1488
21.38,3526,2210
134.38,3274,1478
12.84,2607,2481
1.95,1747,977
30.02,2423,3087
7.85,2101,2409
86.97,843,1822
17.15,963,2905
83.48,330,38
20.34,2753,1774
27.47,2796,1338
26.73,738,2302
26.36,1686,250
124.65,54,2737
9.19,1402,444
197.89,661,3383
63.85,244,2312
46.23,303,3568
5.5,2753,808
249.23,2666,2839
51.72,2327,2318
392.75,3199,3467
16.51,3631,3636
35.77,509,3401
4.03,432,806
734.59,2353,1299
95.79,2931,1378
124.82,2958,1740
28.74,2262,3362
62.8,1757,1692
233.12,1781,2310
13.66,1836,3038
13.29,2789,1556
5.19,164,889
8.82,2469,826
5.04,2463,2761
15.68,2275,2720
542.53,2052,2235
65.02,2205,408
20.95,1249,113
154.08,1146,2664
65.5,3273,3640
6.95,2883,1580
3.87,886,1326
116.35,1548,77
50.53,342,789
4.13,3228,3219
194.84,453,1181
17.83,3044,3416
385.64,1043,438
115.64,2021,908
2.95,465,2829
89.07,2412,21
55.53,1237,1672
34.49,2375,1651
266.93,2827,3413
127.57,3202,1501
1.14,205,624
424.1,848,645
25.46,875,3149
24.04,1059,2279
44.0,1368,3371
75.78,1575,2423
27.94,2902,1665
1493.89,1498,3334
37.2,2974,2026
103.89,1928,1831
22.32,3300,3218
311.0,3194,2280
596.3,468,2241
3.45,1947,278
247.35,3581,2800
3.68,35,2329
100.25,3345,3147
140.65,2212,2887
44.13,3382,1924
0.73,1094,2307
59.05,1196,1476
42.14,1305,1282
12.02,2685,820
143.38,3646,3136
25.75,646,3180
24.64,367,2281
25.14,3147,1341
62.04,2209,3427
40.7,1160,3201
2.62,468,1021
673.16,946,1972
5.47,2032,3193
8.14,550,2385
0.76,2465,647
14.09,182,3522
16.08,575,1065
274.8043759358765,17,968
504.97,161,631
13.74,1373,1881
0.3,2240,2147
229.86,1760,236
14.57,1363,1721
49.77,1373,1480
830.97,318,2449
2.22,2168,105
53.86,3646,2054
75.14,1966,2699
16.35,3353,3517
4.2,2734,3025
6.62,3214,3507
1.14,1137,2809
35.33,2666,1254
188.38,2181,364
48.48,3143,1355
31.82,2383,1169
48.86,1832,3133
3.68,701,641
30.83,2958,367
2.74,53,1105
20.04,731,1267
441.03,811,943
131.07,1145,787
22.89,2618,2937
47.29,2659,493
55.03,1610,3118
252.36,112,163
27.25,2196,3177
26.41,416,39
273.83,3524,3602
10.74,733,659
18.85,24,527
223.78,1039,15
44.2,2385,2373
58.81,924,2260
13.1,2874,1978
7.47,315,3547
2.17,3559,2884
236.65,963,1825
340.64,1245,1479
13.92,2506,1027
12.37,2118,2062
258.04,924,626
2.32,1857,3487
23.44,1740,2275
30.08,2546,2903
45.55,2293,973
23.45,1999,3515
1000.14,349,3361
200.9,3245,987
203.27,2046,3083
11.96,3479,3507
111.76,3259,2347
10.75,188,2843
15.36,3309,248
5.58,1360,1918
29.24,240,2625
661.75,2420,1772
12.33,1022,2751
105.19,2815,1608
60.76,2423,1894
12.84,3389,1720
14.25,2251,2347
38.98,3617,2558
1.97,2826,345
110.31,1058,1425
40.62,1265,1998
49.63,3454,2444
38.197493530074745,18,3309
20.96,1439,2696
6.14,397,2382
50.33,2266,460
5.54,2902,1846
143.87,2964,2676
47.95,2368,492
19.27,68,1052
15.63,624,2975
71.02,1849,351
102.72,1142,2194
25.58,1979,2137
4.6,2659,1317
4.02,3577,604
7.99,3053,3325
2.78,2436,1057
47.64,378,3432
11.75,2953,1222
3.93,3639,183
1.97,2602,2885
15.47,2934,1407
110.69,2087,3606
5.23,797,362
51.36,942,694
568.04,837,1712
58.1,2368,2887
56.7,905,2570
16.48,583,193
51.09,3082,1228
30.77,3644,751
173.78,3345,1991
24.88,366,838
27.36,806,3217
59.86,2604,1923
11.71,3616,1259
6.34,2834,1367
1.51,3581,2230
1299.23,239,2508
390.09,228,3645
12.71,99,902
43.73,2168,266
12.82,3294,1646
76.41,3370,723
4.48,2072,751
3.59,3453,2669
24.72,1971,2943
16.25,2852,3554
4.77,1688,1242
62.92,351,3501
10.8,1110,2895
